x,y
20241009020100.000000,1.09714
20241009020200.000000,1.09719
20241009020300.000000,1.09719
20241009020400.000000,1.09716
20241009020500.000000,1.09711
20241009020600.000000,1.09701
20241009020700.000000,1.09701
20241009020800.000000,1.09703
20241009020900.000000,1.09699
20241009021000.000000,1.09699
20241009021100.000000,1.09696
20241009021200.000000,1.09700
20241009021300.000000,1.09717
20241009021400.000000,1.09714
20241009021500.000000,1.09718
20241009021600.000000,1.09720
20241009021700.000000,1.09730
20241009021800.000000,1.09725
20241009021900.000000,1.09724
20241009022000.000000,1.09725
20241009022100.000000,1.09720
20241009022200.000000,1.09720
20241009022300.000000,1.09721
20241009022400.000000,1.09725
20241009022500.000000,1.09717
20241009022600.000000,1.09715
20241009022700.000000,1.09712
20241009022800.000000,1.09714
20241009022900.000000,1.09702
20241009023000.000000,1.09700
20241009023100.000000,1.09704
20241009023200.000000,1.09711
20241009023300.000000,1.09706
20241009023400.000000,1.09702
20241009023500.000000,1.09710
20241009023600.000000,1.09704
20241009023700.000000,1.09704
20241009023800.000000,1.09693
20241009023900.000000,1.09681
20241009024000.000000,1.09684
20241009024100.000000,1.09684
20241009024200.000000,1.09684
20241009024300.000000,1.09685
20241009024400.000000,1.09690
20241009024500.000000,1.09699
20241009024600.000000,1.09703
20241009024700.000000,1.09705
20241009024800.000000,1.09711
20241009024900.000000,1.09710
20241009025000.000000,1.09718
20241009025100.000000,1.09711
20241009025200.000000,1.09716
20241009025300.000000,1.09712
20241009025400.000000,1.09710
20241009025500.000000,1.09710
20241009025600.000000,1.09710
20241009025700.000000,1.09701
20241009025800.000000,1.09696
20241009025900.000000,1.09699
20241009030000.000000,1.09701
20241009030100.000000,1.09696
20241009030200.000000,1.09691
20241009030300.000000,1.09691
20241009030400.000000,1.09693
20241009030500.000000,1.09691
20241009030600.000000,1.09690
20241009030700.000000,1.09691
20241009030800.000000,1.09696
20241009030900.000000,1.09687
20241009031000.000000,1.09681
20241009031100.000000,1.09682
20241009031200.000000,1.09691
20241009031300.000000,1.09684
20241009031400.000000,1.09684
20241009031500.000000,1.09677
20241009031600.000000,1.09671
20241009031700.000000,1.09673
20241009031800.000000,1.09675
20241009031900.000000,1.09678
20241009032000.000000,1.09675
20241009032100.000000,1.09677
20241009032200.000000,1.09686
20241009032300.000000,1.09681
20241009032400.000000,1.09691
20241009032500.000000,1.09687
20241009032600.000000,1.09686
20241009032700.000000,1.09687
20241009032800.000000,1.09687
20241009032900.000000,1.09690
20241009033000.000000,1.09687
20241009033100.000000,1.09685
20241009033200.000000,1.09686
20241009033300.000000,1.09691
20241009033400.000000,1.09697
20241009033500.000000,1.09696
20241009033600.000000,1.09691
20241009033700.000000,1.09685
20241009033800.000000,1.09691
20241009033900.000000,1.09691
20241009034000.000000,1.09695
20241009034100.000000,1.09693
20241009034200.000000,1.09696
20241009034300.000000,1.09696
20241009034400.000000,1.09689
20241009034500.000000,1.09688
20241009034600.000000,1.09691
20241009034700.000000,1.09693
20241009034800.000000,1.09686
20241009034900.000000,1.09680
20241009035000.000000,1.09676
20241009035100.000000,1.09672
20241009035200.000000,1.09675
20241009035300.000000,1.09671
20241009035400.000000,1.09673
20241009035500.000000,1.09664
20241009035600.000000,1.09667
20241009035700.000000,1.09672
20241009035800.000000,1.09670
20241009035900.000000,1.09670
20241009040000.000000,1.09672
20241009040100.000000,1.09667
20241009040200.000000,1.09662
20241009040300.000000,1.09659
20241009040400.000000,1.09669
20241009040500.000000,1.09670
20241009040600.000000,1.09664
20241009040700.000000,1.09668
20241009040800.000000,1.09666
20241009040900.000000,1.09672
20241009041000.000000,1.09670
20241009041100.000000,1.09666
20241009041200.000000,1.09659
20241009041300.000000,1.09658
20241009041400.000000,1.09660
20241009041500.000000,1.09654
20241009041600.000000,1.09654
20241009041700.000000,1.09652
20241009041800.000000,1.09657
20241009041900.000000,1.09650
20241009042000.000000,1.09644
20241009042100.000000,1.09642
20241009042200.000000,1.09643
20241009042300.000000,1.09640
20241009042400.000000,1.09639
20241009042500.000000,1.09639
20241009042600.000000,1.09642
20241009042700.000000,1.09641
20241009042800.000000,1.09645
20241009042900.000000,1.09646
20241009043000.000000,1.09646
20241009043100.000000,1.09651
20241009043200.000000,1.09642
20241009043300.000000,1.09640
20241009043400.000000,1.09636
20241009043500.000000,1.09628
20241009043600.000000,1.09631
20241009043700.000000,1.09632
20241009043800.000000,1.09633
20241009043900.000000,1.09630
20241009044000.000000,1.09628
20241009044100.000000,1.09625
20241009044200.000000,1.09626
20241009044300.000000,1.09624
20241009044400.000000,1.09626
20241009044500.000000,1.09627
20241009044600.000000,1.09625
20241009044700.000000,1.09626
20241009044800.000000,1.09624
20241009044900.000000,1.09624
20241009045000.000000,1.09621
20241009045100.000000,1.09621
20241009045200.000000,1.09623
20241009045300.000000,1.09623
20241009045400.000000,1.09615
20241009045500.000000,1.09615
20241009045600.000000,1.09620
20241009045700.000000,1.09619
20241009045800.000000,1.09620
20241009045900.000000,1.09624
20241009050000.000000,1.09668
20241009050100.000000,1.09707
20241009050200.000000,1.09683
20241009050300.000000,1.09702
20241009050400.000000,1.09715
20241009050500.000000,1.09743
20241009050600.000000,1.09738
20241009050700.000000,1.09731
20241009050800.000000,1.09731
20241009050900.000000,1.09735
20241009051000.000000,1.09720
20241009051100.000000,1.09701
20241009051200.000000,1.09710
20241009051300.000000,1.09709
20241009051400.000000,1.09700
20241009051500.000000,1.09700
20241009051600.000000,1.09694
20241009051700.000000,1.09697
20241009051800.000000,1.09697
20241009051900.000000,1.09694
20241009052000.000000,1.09691
20241009052100.000000,1.09692
20241009052200.000000,1.09696
20241009052300.000000,1.09695
20241009052400.000000,1.09689
20241009052500.000000,1.09702
20241009052600.000000,1.09702
20241009052700.000000,1.09700
20241009052800.000000,1.09695
20241009052900.000000,1.09684
20241009053000.000000,1.09675
20241009053100.000000,1.09703
20241009053200.000000,1.09695
20241009053300.000000,1.09694
20241009053400.000000,1.09692
20241009053500.000000,1.09693
20241009053600.000000,1.09700
20241009053700.000000,1.09720
20241009053800.000000,1.09730
20241009053900.000000,1.09714
20241009054000.000000,1.09714
20241009054100.000000,1.09721
20241009054200.000000,1.09710
20241009054300.000000,1.09716
20241009054400.000000,1.09710
20241009054500.000000,1.09701
20241009054600.000000,1.09705
20241009054700.000000,1.09710
20241009054800.000000,1.09701
20241009054900.000000,1.09700
20241009055000.000000,1.09699
20241009055100.000000,1.09705
20241009055200.000000,1.09708
20241009055300.000000,1.09707
20241009055400.000000,1.09704
20241009055500.000000,1.09706
20241009055600.000000,1.09711
20241009055700.000000,1.09720
20241009055800.000000,1.09719
20241009055900.000000,1.09723
20241009060000.000000,1.09720
20241009060100.000000,1.09712
20241009060200.000000,1.09717
20241009060300.000000,1.09709
20241009060400.000000,1.09699
20241009060500.000000,1.09704
20241009060600.000000,1.09697
20241009060700.000000,1.09699
20241009060800.000000,1.09691
20241009060900.000000,1.09681
20241009061000.000000,1.09679
20241009061100.000000,1.09674
20241009061200.000000,1.09671
20241009061300.000000,1.09668
20241009061400.000000,1.09660
20241009061500.000000,1.09666
20241009061600.000000,1.09663
20241009061700.000000,1.09669
20241009061800.000000,1.09662
20241009061900.000000,1.09658
20241009062000.000000,1.09661
20241009062100.000000,1.09648
20241009062200.000000,1.09653
20241009062300.000000,1.09654
20241009062400.000000,1.09660
20241009062500.000000,1.09664
20241009062600.000000,1.09666
20241009062700.000000,1.09663
20241009062800.000000,1.09657
20241009062900.000000,1.09658
20241009063000.000000,1.09656
20241009063100.000000,1.09652
20241009063200.000000,1.09647
20241009063300.000000,1.09656
20241009063400.000000,1.09660
20241009063500.000000,1.09662
20241009063600.000000,1.09669
20241009063700.000000,1.09666
20241009063800.000000,1.09665
20241009063900.000000,1.09668
20241009064000.000000,1.09666
20241009064100.000000,1.09671
20241009064200.000000,1.09657
20241009064300.000000,1.09648
20241009064400.000000,1.09650
20241009064500.000000,1.09645
20241009064600.000000,1.09625
20241009064700.000000,1.09631
20241009064800.000000,1.09630
20241009064900.000000,1.09628
20241009065000.000000,1.09645
20241009065100.000000,1.09644
20241009065200.000000,1.09635
20241009065300.000000,1.09631
20241009065400.000000,1.09635
20241009065500.000000,1.09650
20241009065600.000000,1.09641
20241009065700.000000,1.09619
20241009065800.000000,1.09622
20241009065900.000000,1.09621
20241009070000.000000,1.09622
20241009070100.000000,1.09607
20241009070200.000000,1.09603
20241009070300.000000,1.09581
20241009070400.000000,1.09596
20241009070500.000000,1.09584
20241009070600.000000,1.09563
20241009070700.000000,1.09565
20241009070800.000000,1.09564
20241009070900.000000,1.09553
20241009071000.000000,1.09531
20241009071100.000000,1.09518
20241009071200.000000,1.09516
20241009071300.000000,1.09520
20241009071400.000000,1.09508
20241009071500.000000,1.09540
20241009071600.000000,1.09546
20241009071700.000000,1.09547
20241009071800.000000,1.09557
20241009071900.000000,1.09542
20241009072000.000000,1.09561
20241009072100.000000,1.09567
20241009072200.000000,1.09581
20241009072300.000000,1.09595
20241009072400.000000,1.09587
20241009072500.000000,1.09588
20241009072600.000000,1.09592
20241009072700.000000,1.09569
20241009072800.000000,1.09582
20241009072900.000000,1.09575
20241009073000.000000,1.09580
20241009073100.000000,1.09590
20241009073200.000000,1.09586
20241009073300.000000,1.09607
20241009073400.000000,1.09626
20241009073500.000000,1.09646
20241009073600.000000,1.09653
20241009073700.000000,1.09657
20241009073800.000000,1.09651
20241009073900.000000,1.09654
20241009074000.000000,1.09638
20241009074100.000000,1.09628
20241009074200.000000,1.09605
20241009074300.000000,1.09607
20241009074400.000000,1.09613
20241009074500.000000,1.09609
20241009074600.000000,1.09605
20241009074700.000000,1.09613
20241009074800.000000,1.09636
20241009074900.000000,1.09609
20241009075000.000000,1.09588
20241009075100.000000,1.09585
20241009075200.000000,1.09588
20241009075300.000000,1.09586
20241009075400.000000,1.09585
20241009075500.000000,1.09590
20241009075600.000000,1.09584
20241009075700.000000,1.09584
20241009075800.000000,1.09583
20241009075900.000000,1.09596
20241009080000.000000,1.09593
20241009080100.000000,1.09603
20241009080200.000000,1.09605
20241009080300.000000,1.09609
20241009080400.000000,1.09604
20241009080500.000000,1.09611
20241009080600.000000,1.09606
20241009080700.000000,1.09615
20241009080800.000000,1.09611
20241009080900.000000,1.09620
20241009081000.000000,1.09609
20241009081100.000000,1.09630
20241009081200.000000,1.09619
20241009081300.000000,1.09621
20241009081400.000000,1.09629
20241009081500.000000,1.09623
20241009081600.000000,1.09615
20241009081700.000000,1.09606
20241009081800.000000,1.09603
20241009081900.000000,1.09605
20241009082000.000000,1.09599
20241009082100.000000,1.09596
20241009082200.000000,1.09600
20241009082300.000000,1.09621
20241009082400.000000,1.09610
20241009082500.000000,1.09604
20241009082600.000000,1.09600
20241009082700.000000,1.09576
20241009082800.000000,1.09570
20241009082900.000000,1.09570
20241009083000.000000,1.09573
20241009083100.000000,1.09570
20241009083200.000000,1.09563
20241009083300.000000,1.09564
20241009083400.000000,1.09570
20241009083500.000000,1.09575
20241009083600.000000,1.09567
20241009083700.000000,1.09556
20241009083800.000000,1.09537
20241009083900.000000,1.09551
20241009084000.000000,1.09550
20241009084100.000000,1.09554
20241009084200.000000,1.09556
20241009084300.000000,1.09548
20241009084400.000000,1.09555
20241009084500.000000,1.09550
20241009084600.000000,1.09554
20241009084700.000000,1.09559
20241009084800.000000,1.09561
20241009084900.000000,1.09546
20241009085000.000000,1.09541
20241009085100.000000,1.09526
20241009085200.000000,1.09536
20241009085300.000000,1.09535
20241009085400.000000,1.09550
20241009085500.000000,1.09541
20241009085600.000000,1.09540
20241009085700.000000,1.09562
20241009085800.000000,1.09566
20241009085900.000000,1.09571
20241009090000.000000,1.09592
20241009090100.000000,1.09609
20241009090200.000000,1.09598
20241009090300.000000,1.09590
20241009090400.000000,1.09588
20241009090500.000000,1.09577
20241009090600.000000,1.09571
20241009090700.000000,1.09586
20241009090800.000000,1.09606
20241009090900.000000,1.09611
20241009091000.000000,1.09591
20241009091100.000000,1.09581
20241009091200.000000,1.09587
20241009091300.000000,1.09575
20241009091400.000000,1.09580
20241009091500.000000,1.09585
20241009091600.000000,1.09603
20241009091700.000000,1.09598
20241009091800.000000,1.09604
20241009091900.000000,1.09600
20241009092000.000000,1.09596
20241009092100.000000,1.09591
20241009092200.000000,1.09612
20241009092300.000000,1.09622
20241009092400.000000,1.09614
20241009092500.000000,1.09612
20241009092600.000000,1.09612
20241009092700.000000,1.09606
20241009092800.000000,1.09612
20241009092900.000000,1.09606
20241009093000.000000,1.09612
20241009093100.000000,1.09610
20241009093200.000000,1.09613
20241009093300.000000,1.09617
20241009093400.000000,1.09626
20241009093500.000000,1.09630
20241009093600.000000,1.09626
20241009093700.000000,1.09617
20241009093800.000000,1.09623
20241009093900.000000,1.09637
20241009094000.000000,1.09646
20241009094100.000000,1.09631
20241009094200.000000,1.09629
20241009094300.000000,1.09632
20241009094400.000000,1.09631
20241009094500.000000,1.09627
20241009094600.000000,1.09635
20241009094700.000000,1.09645
20241009094800.000000,1.09651
20241009094900.000000,1.09649
20241009095000.000000,1.09662
20241009095100.000000,1.09662
20241009095200.000000,1.09660
20241009095300.000000,1.09655
20241009095400.000000,1.09649
20241009095500.000000,1.09648
20241009095600.000000,1.09653
20241009095700.000000,1.09652
20241009095800.000000,1.09658
20241009095900.000000,1.09660
20241009100000.000000,1.09661
20241009100100.000000,1.09670
20241009100200.000000,1.09666
20241009100300.000000,1.09661
20241009100400.000000,1.09655
20241009100500.000000,1.09662
20241009100600.000000,1.09656
20241009100700.000000,1.09683
20241009100800.000000,1.09681
20241009100900.000000,1.09677
20241009101000.000000,1.09679
20241009101100.000000,1.09681
20241009101200.000000,1.09679
20241009101300.000000,1.09677
20241009101400.000000,1.09678
20241009101500.000000,1.09690
20241009101600.000000,1.09697
20241009101700.000000,1.09677
20241009101800.000000,1.09682
20241009101900.000000,1.09687
20241009102000.000000,1.09684
20241009102100.000000,1.09680
20241009102200.000000,1.09685
20241009102300.000000,1.09685
20241009102400.000000,1.09683
20241009102500.000000,1.09679
20241009102600.000000,1.09678
20241009102700.000000,1.09668
20241009102800.000000,1.09662
20241009102900.000000,1.09658
20241009103000.000000,1.09660
20241009103100.000000,1.09660
20241009103200.000000,1.09666
20241009103300.000000,1.09674
20241009103400.000000,1.09666
20241009103500.000000,1.09661
20241009103600.000000,1.09669
20241009103700.000000,1.09679
20241009103800.000000,1.09674
20241009103900.000000,1.09662
20241009104000.000000,1.09650
20241009104100.000000,1.09638
20241009104200.000000,1.09640
20241009104300.000000,1.09629
20241009104400.000000,1.09638
20241009104500.000000,1.09627
20241009104600.000000,1.09634
20241009104700.000000,1.09639
20241009104800.000000,1.09652
20241009104900.000000,1.09654
20241009105000.000000,1.09654
20241009105100.000000,1.09659
20241009105200.000000,1.09655
20241009105300.000000,1.09654
20241009105400.000000,1.09654
20241009105500.000000,1.09659
20241009105600.000000,1.09649
20241009105700.000000,1.09652
20241009105800.000000,1.09653
20241009105900.000000,1.09649
20241009110000.000000,1.09651
20241009110100.000000,1.09642
20241009110200.000000,1.09648
20241009110300.000000,1.09643
20241009110400.000000,1.09635
20241009110500.000000,1.09640
20241009110600.000000,1.09645
20241009110700.000000,1.09653
20241009110800.000000,1.09655
20241009110900.000000,1.09634
20241009111000.000000,1.09633
20241009111100.000000,1.09634
20241009111200.000000,1.09639
20241009111300.000000,1.09631
20241009111400.000000,1.09632
20241009111500.000000,1.09654
20241009111600.000000,1.09654
20241009111700.000000,1.09643
20241009111800.000000,1.09637
20241009111900.000000,1.09648
20241009112000.000000,1.09658
20241009112100.000000,1.09657
20241009112200.000000,1.09651
20241009112300.000000,1.09653
20241009112400.000000,1.09652
20241009112500.000000,1.09647
20241009112600.000000,1.09643
20241009112700.000000,1.09633
20241009112800.000000,1.09622
20241009112900.000000,1.09619
20241009113000.000000,1.09608
20241009113100.000000,1.09608
20241009113200.000000,1.09603
20241009113300.000000,1.09614
20241009113400.000000,1.09614
20241009113500.000000,1.09615
20241009113600.000000,1.09619
20241009113700.000000,1.09621
20241009113800.000000,1.09620
20241009113900.000000,1.09626
20241009114000.000000,1.09622
20241009114100.000000,1.09608
20241009114200.000000,1.09595
20241009114300.000000,1.09598
20241009114400.000000,1.09578
20241009114500.000000,1.09589
20241009114600.000000,1.09576
20241009114700.000000,1.09584
20241009114800.000000,1.09577
20241009114900.000000,1.09574
20241009115000.000000,1.09563
20241009115100.000000,1.09568
20241009115200.000000,1.09564
20241009115300.000000,1.09567
20241009115400.000000,1.09567
20241009115500.000000,1.09550
20241009115600.000000,1.09536
20241009115700.000000,1.09537
20241009115800.000000,1.09540
20241009115900.000000,1.09532
20241009120000.000000,1.09554
20241009120100.000000,1.09569
20241009120200.000000,1.09581
20241009120300.000000,1.09572
20241009120400.000000,1.09577
20241009120500.000000,1.09567
20241009120600.000000,1.09580
20241009120700.000000,1.09572
20241009120800.000000,1.09573
20241009120900.000000,1.09565
20241009121000.000000,1.09573
20241009121100.000000,1.09568
20241009121200.000000,1.09553
20241009121300.000000,1.09553
20241009121400.000000,1.09559
20241009121500.000000,1.09571
20241009121600.000000,1.09566
20241009121700.000000,1.09569
20241009121800.000000,1.09569
20241009121900.000000,1.09557
20241009122000.000000,1.09544
20241009122100.000000,1.09553
20241009122200.000000,1.09549
20241009122300.000000,1.09550
20241009122400.000000,1.09557
20241009122500.000000,1.09550
20241009122600.000000,1.09540
20241009122700.000000,1.09541
20241009122800.000000,1.09534
20241009122900.000000,1.09538
20241009123000.000000,1.09535
20241009123100.000000,1.09524
20241009123200.000000,1.09533
20241009123300.000000,1.09533
20241009123400.000000,1.09559
20241009123500.000000,1.09558
20241009123600.000000,1.09564
20241009123700.000000,1.09576
20241009123800.000000,1.09570
20241009123900.000000,1.09558
20241009124000.000000,1.09545
20241009124100.000000,1.09556
20241009124200.000000,1.09551
20241009124300.000000,1.09562
20241009124400.000000,1.09561
20241009124500.000000,1.09560
20241009124600.000000,1.09546
20241009124700.000000,1.09564
20241009124800.000000,1.09562
20241009124900.000000,1.09573
20241009125000.000000,1.09567
20241009125100.000000,1.09571
20241009125200.000000,1.09560
20241009125300.000000,1.09565
20241009125400.000000,1.09556
20241009125500.000000,1.09534
20241009125600.000000,1.09547
20241009125700.000000,1.09546
20241009125800.000000,1.09565
20241009125900.000000,1.09561
20241009130000.000000,1.09572
20241009130100.000000,1.09560
20241009130200.000000,1.09546
20241009130300.000000,1.09539
20241009130400.000000,1.09537
20241009130500.000000,1.09545
20241009130600.000000,1.09541
20241009130700.000000,1.09527
20241009130800.000000,1.09524
20241009130900.000000,1.09524
20241009131000.000000,1.09530
20241009131100.000000,1.09526
20241009131200.000000,1.09518
20241009131300.000000,1.09525
20241009131400.000000,1.09530
20241009131500.000000,1.09529
20241009131600.000000,1.09510
20241009131700.000000,1.09496
20241009131800.000000,1.09459
20241009131900.000000,1.09465
20241009132000.000000,1.09482
20241009132100.000000,1.09506
20241009132200.000000,1.09511
20241009132300.000000,1.09510
20241009132400.000000,1.09510
20241009132500.000000,1.09510
20241009132600.000000,1.09514
20241009132700.000000,1.09520
20241009132800.000000,1.09508
20241009132900.000000,1.09515
20241009133000.000000,1.09519
20241009133100.000000,1.09522
20241009133200.000000,1.09537
20241009133300.000000,1.09527
20241009133400.000000,1.09523
20241009133500.000000,1.09527
20241009133600.000000,1.09531
20241009133700.000000,1.09529
20241009133800.000000,1.09529
20241009133900.000000,1.09539
20241009134000.000000,1.09565
20241009134100.000000,1.09556
20241009134200.000000,1.09560
20241009134300.000000,1.09566
20241009134400.000000,1.09574
20241009134500.000000,1.09567
20241009134600.000000,1.09558
20241009134700.000000,1.09552
20241009134800.000000,1.09546
20241009134900.000000,1.09546
20241009135000.000000,1.09545
20241009135100.000000,1.09540
20241009135200.000000,1.09530
20241009135300.000000,1.09515
20241009135400.000000,1.09514
20241009135500.000000,1.09518
20241009135600.000000,1.09540
20241009135700.000000,1.09543
20241009135800.000000,1.09534
20241009135900.000000,1.09524
20241009140000.000000,1.09513
20241009140100.000000,1.09510
20241009140200.000000,1.09520
20241009140300.000000,1.09520
20241009140400.000000,1.09501
20241009140500.000000,1.09498
20241009140600.000000,1.09479
20241009140700.000000,1.09480
20241009140800.000000,1.09501
20241009140900.000000,1.09523
20241009141000.000000,1.09560
20241009141100.000000,1.09575
20241009141200.000000,1.09575
20241009141300.000000,1.09586
20241009141400.000000,1.09570
20241009141500.000000,1.09559
20241009141600.000000,1.09554
20241009141700.000000,1.09564
20241009141800.000000,1.09560
20241009141900.000000,1.09562
20241009142000.000000,1.09569
20241009142100.000000,1.09558
20241009142200.000000,1.09530
20241009142300.000000,1.09518
20241009142400.000000,1.09508
20241009142500.000000,1.09505
20241009142600.000000,1.09516
20241009142700.000000,1.09512
20241009142800.000000,1.09528
20241009142900.000000,1.09531
20241009143000.000000,1.09530
20241009143100.000000,1.09515
20241009143200.000000,1.09510
20241009143300.000000,1.09520
20241009143400.000000,1.09506
20241009143500.000000,1.09500
20241009143600.000000,1.09482
20241009143700.000000,1.09498
20241009143800.000000,1.09489
20241009143900.000000,1.09477
20241009144000.000000,1.09468
20241009144100.000000,1.09445
20241009144200.000000,1.09440
20241009144300.000000,1.09445
20241009144400.000000,1.09444
20241009144500.000000,1.09412
20241009144600.000000,1.09391
20241009144700.000000,1.09409
20241009144800.000000,1.09414
20241009144900.000000,1.09428
20241009145000.000000,1.09441
20241009145100.000000,1.09454
20241009145200.000000,1.09453
20241009145300.000000,1.09465
20241009145400.000000,1.09460
20241009145500.000000,1.09446
20241009145600.000000,1.09453
20241009145700.000000,1.09461
20241009145800.000000,1.09467
20241009145900.000000,1.09472
20241009150000.000000,1.09467
20241009150100.000000,1.09478
20241009150200.000000,1.09481
20241009150300.000000,1.09487
20241009150400.000000,1.09464
20241009150500.000000,1.09470
20241009150600.000000,1.09483
20241009150700.000000,1.09523
20241009150800.000000,1.09518
20241009150900.000000,1.09535
20241009151000.000000,1.09535
20241009151100.000000,1.09526
20241009151200.000000,1.09535
20241009151300.000000,1.09516
20241009151400.000000,1.09530
20241009151500.000000,1.09535
20241009151600.000000,1.09527
20241009151700.000000,1.09516
20241009151800.000000,1.09529
20241009151900.000000,1.09540
20241009152000.000000,1.09546
20241009152100.000000,1.09536
20241009152200.000000,1.09538
20241009152300.000000,1.09528
20241009152400.000000,1.09522
20241009152500.000000,1.09545
20241009152600.000000,1.09549
20241009152700.000000,1.09549
20241009152800.000000,1.09530
20241009152900.000000,1.09530
20241009153000.000000,1.09511
20241009153100.000000,1.09513
20241009153200.000000,1.09501
20241009153300.000000,1.09488
20241009153400.000000,1.09490
20241009153500.000000,1.09494
20241009153600.000000,1.09491
20241009153700.000000,1.09500
20241009153800.000000,1.09511
20241009153900.000000,1.09524
20241009154000.000000,1.09509
20241009154100.000000,1.09510
20241009154200.000000,1.09500
20241009154300.000000,1.09514
20241009154400.000000,1.09519
20241009154500.000000,1.09513
20241009154600.000000,1.09518
20241009154700.000000,1.09514
20241009154800.000000,1.09515
20241009154900.000000,1.09507
20241009155000.000000,1.09511
20241009155100.000000,1.09514
20241009155200.000000,1.09505
20241009155300.000000,1.09509
20241009155400.000000,1.09498
20241009155500.000000,1.09496
20241009155600.000000,1.09497
20241009155700.000000,1.09496
20241009155800.000000,1.09493
20241009155900.000000,1.09502
20241009160000.000000,1.09481
20241009160100.000000,1.09467
20241009160200.000000,1.09466
20241009160300.000000,1.09463
20241009160400.000000,1.09460
20241009160500.000000,1.09469
20241009160600.000000,1.09459
20241009160700.000000,1.09463
20241009160800.000000,1.09454
20241009160900.000000,1.09454
20241009161000.000000,1.09467
20241009161100.000000,1.09464
20241009161200.000000,1.09456
20241009161300.000000,1.09461
20241009161400.000000,1.09464
20241009161500.000000,1.09477
20241009161600.000000,1.09475
20241009161700.000000,1.09494
20241009161800.000000,1.09489
20241009161900.000000,1.09485
20241009162000.000000,1.09477
20241009162100.000000,1.09465
20241009162200.000000,1.09466
20241009162300.000000,1.09465
20241009162400.000000,1.09464
20241009162500.000000,1.09475
20241009162600.000000,1.09466
20241009162700.000000,1.09474
20241009162800.000000,1.09470
20241009162900.000000,1.09466
20241009163000.000000,1.09451
20241009163100.000000,1.09445
20241009163200.000000,1.09442
20241009163300.000000,1.09450
20241009163400.000000,1.09455
20241009163500.000000,1.09455
20241009163600.000000,1.09455
20241009163700.000000,1.09454
20241009163800.000000,1.09450
20241009163900.000000,1.09445
20241009164000.000000,1.09454
20241009164100.000000,1.09444
20241009164200.000000,1.09436
20241009164300.000000,1.09441
20241009164400.000000,1.09444
20241009164500.000000,1.09430
20241009164600.000000,1.09429
20241009164700.000000,1.09406
20241009164800.000000,1.09405
20241009164900.000000,1.09419
20241009165000.000000,1.09421
20241009165100.000000,1.09414
20241009165200.000000,1.09399
20241009165300.000000,1.09403
20241009165400.000000,1.09399
20241009165500.000000,1.09402
20241009165600.000000,1.09420
20241009165700.000000,1.09415
20241009165800.000000,1.09416
20241009165900.000000,1.09408
20241009170000.000000,1.09409
20241009170100.000000,1.09408
20241009170200.000000,1.09383
20241009170300.000000,1.09378
20241009170400.000000,1.09381
20241009170500.000000,1.09383
20241009170600.000000,1.09383
20241009170700.000000,1.09389
20241009170800.000000,1.09393
20241009170900.000000,1.09386
20241009171000.000000,1.09391
20241009171100.000000,1.09389
20241009171200.000000,1.09386
20241009171300.000000,1.09377
20241009171400.000000,1.09371
20241009171500.000000,1.09368
20241009171600.000000,1.09373
20241009171700.000000,1.09373
20241009171800.000000,1.09373
20241009171900.000000,1.09379
20241009172000.000000,1.09372
20241009172100.000000,1.09363
20241009172200.000000,1.09364
20241009172300.000000,1.09373
20241009172400.000000,1.09378
20241009172500.000000,1.09366
20241009172600.000000,1.09368
20241009172700.000000,1.09373
20241009172800.000000,1.09371
20241009172900.000000,1.09371
20241009173000.000000,1.09382
20241009173100.000000,1.09369
20241009173200.000000,1.09369
20241009173300.000000,1.09369
20241009173400.000000,1.09379
20241009173500.000000,1.09379
20241009173600.000000,1.09370
20241009173700.000000,1.09372
20241009173800.000000,1.09375
20241009173900.000000,1.09377
20241009174000.000000,1.09385
20241009174100.000000,1.09385
20241009174200.000000,1.09381
20241009174300.000000,1.09375
20241009174400.000000,1.09384
20241009174500.000000,1.09390
20241009174600.000000,1.09380
20241009174700.000000,1.09382
20241009174800.000000,1.09375
20241009174900.000000,1.09376
20241009175000.000000,1.09370
20241009175100.000000,1.09374
20241009175200.000000,1.09366
20241009175300.000000,1.09374
20241009175400.000000,1.09366
20241009175500.000000,1.09378
20241009175600.000000,1.09378
20241009175700.000000,1.09392
20241009175800.000000,1.09382
20241009175900.000000,1.09384
20241009180000.000000,1.09378
20241009180100.000000,1.09387
20241009180200.000000,1.09373
20241009180300.000000,1.09385
20241009180400.000000,1.09389
20241009180500.000000,1.09370
20241009180600.000000,1.09374
20241009180700.000000,1.09386
20241009180800.000000,1.09391
20241009180900.000000,1.09380
20241009181000.000000,1.09372
20241009181100.000000,1.09368
20241009181200.000000,1.09355
20241009181300.000000,1.09366
20241009181400.000000,1.09370
20241009181500.000000,1.09364
20241009181600.000000,1.09362
20241009181700.000000,1.09360
20241009181800.000000,1.09365
20241009181900.000000,1.09374
20241009182000.000000,1.09375
20241009182100.000000,1.09378
20241009182200.000000,1.09379
20241009182300.000000,1.09380
20241009182400.000000,1.09389
20241009182500.000000,1.09410
20241009182600.000000,1.09411
20241009182700.000000,1.09415
20241009182800.000000,1.09414
20241009182900.000000,1.09413
20241009183000.000000,1.09409
20241009183100.000000,1.09405
20241009183200.000000,1.09396
20241009183300.000000,1.09393
20241009183400.000000,1.09391
20241009183500.000000,1.09404
20241009183600.000000,1.09405
20241009183700.000000,1.09415
20241009183800.000000,1.09411
20241009183900.000000,1.09406
