x,y
20241008143100.000000,1.09700
20241008143200.000000,1.09696
20241008143300.000000,1.09668
20241008143400.000000,1.09668
20241008143500.000000,1.09667
20241008143600.000000,1.09675
20241008143700.000000,1.09683
20241008143800.000000,1.09690
20241008143900.000000,1.09690
20241008144000.000000,1.09685
20241008144100.000000,1.09681
20241008144200.000000,1.09679
20241008144300.000000,1.09666
20241008144400.000000,1.09673
20241008144500.000000,1.09666
20241008144600.000000,1.09680
20241008144700.000000,1.09680
20241008144800.000000,1.09689
20241008144900.000000,1.09687
20241008145000.000000,1.09689
20241008145100.000000,1.09680
20241008145200.000000,1.09668
20241008145300.000000,1.09675
20241008145400.000000,1.09681
20241008145500.000000,1.09696
20241008145600.000000,1.09697
20241008145700.000000,1.09698
20241008145800.000000,1.09700
20241008145900.000000,1.09701
20241008150000.000000,1.09690
20241008150100.000000,1.09681
20241008150200.000000,1.09680
20241008150300.000000,1.09681
20241008150400.000000,1.09690
20241008150500.000000,1.09690
20241008150600.000000,1.09685
20241008150700.000000,1.09677
20241008150800.000000,1.09680
20241008150900.000000,1.09692
20241008151000.000000,1.09680
20241008151100.000000,1.09681
20241008151200.000000,1.09687
20241008151300.000000,1.09682
20241008151400.000000,1.09690
20241008151500.000000,1.09701
20241008151600.000000,1.09705
20241008151700.000000,1.09709
20241008151800.000000,1.09705
20241008151900.000000,1.09706
20241008152000.000000,1.09695
20241008152100.000000,1.09698
20241008152200.000000,1.09687
20241008152300.000000,1.09666
20241008152400.000000,1.09669
20241008152500.000000,1.09666
20241008152600.000000,1.09660
20241008152700.000000,1.09654
20241008152800.000000,1.09654
20241008152900.000000,1.09645
20241008153000.000000,1.09637
20241008153100.000000,1.09636
20241008153200.000000,1.09633
20241008153300.000000,1.09620
20241008153400.000000,1.09603
20241008153500.000000,1.09611
20241008153600.000000,1.09622
20241008153700.000000,1.09642
20241008153800.000000,1.09638
20241008153900.000000,1.09640
20241008154000.000000,1.09652
20241008154100.000000,1.09650
20241008154200.000000,1.09646
20241008154300.000000,1.09647
20241008154400.000000,1.09639
20241008154500.000000,1.09661
20241008154600.000000,1.09667
20241008154700.000000,1.09668
20241008154800.000000,1.09656
20241008154900.000000,1.09662
20241008155000.000000,1.09681
20241008155100.000000,1.09699
20241008155200.000000,1.09680
20241008155300.000000,1.09694
20241008155400.000000,1.09687
20241008155500.000000,1.09698
20241008155600.000000,1.09702
20241008155700.000000,1.09696
20241008155800.000000,1.09695
20241008155900.000000,1.09690
20241008160000.000000,1.09686
20241008160100.000000,1.09682
20241008160200.000000,1.09706
20241008160300.000000,1.09711
20241008160400.000000,1.09706
20241008160500.000000,1.09702
20241008160600.000000,1.09711
20241008160700.000000,1.09715
20241008160800.000000,1.09715
20241008160900.000000,1.09708
20241008161000.000000,1.09710
20241008161100.000000,1.09705
20241008161200.000000,1.09711
20241008161300.000000,1.09714
20241008161400.000000,1.09709
20241008161500.000000,1.09714
20241008161600.000000,1.09722
20241008161700.000000,1.09741
20241008161800.000000,1.09743
20241008161900.000000,1.09743
20241008162000.000000,1.09749
20241008162100.000000,1.09743
20241008162200.000000,1.09750
20241008162300.000000,1.09747
20241008162400.000000,1.09750
20241008162500.000000,1.09748
20241008162600.000000,1.09745
20241008162700.000000,1.09757
20241008162800.000000,1.09755
20241008162900.000000,1.09751
20241008163000.000000,1.09750
20241008163100.000000,1.09756
20241008163200.000000,1.09747
20241008163300.000000,1.09751
20241008163400.000000,1.09761
20241008163500.000000,1.09768
20241008163600.000000,1.09751
20241008163700.000000,1.09756
20241008163800.000000,1.09750
20241008163900.000000,1.09751
20241008164000.000000,1.09764
20241008164100.000000,1.09757
20241008164200.000000,1.09752
20241008164300.000000,1.09745
20241008164400.000000,1.09742
20241008164500.000000,1.09753
20241008164600.000000,1.09761
20241008164700.000000,1.09755
20241008164800.000000,1.09767
20241008164900.000000,1.09765
20241008165000.000000,1.09767
20241008165100.000000,1.09757
20241008165200.000000,1.09757
20241008165300.000000,1.09755
20241008165400.000000,1.09753
20241008165500.000000,1.09755
20241008165600.000000,1.09754
20241008165700.000000,1.09745
20241008165800.000000,1.09746
20241008165900.000000,1.09750
20241008170000.000000,1.09746
20241008170100.000000,1.09739
20241008170200.000000,1.09719
20241008170300.000000,1.09704
20241008170400.000000,1.09692
20241008170500.000000,1.09681
20241008170600.000000,1.09689
20241008170700.000000,1.09686
20241008170800.000000,1.09681
20241008170900.000000,1.09670
20241008171000.000000,1.09664
20241008171100.000000,1.09679
20241008171200.000000,1.09679
20241008171300.000000,1.09668
20241008171400.000000,1.09666
20241008171500.000000,1.09662
20241008171600.000000,1.09655
20241008171700.000000,1.09660
20241008171800.000000,1.09653
20241008171900.000000,1.09662
20241008172000.000000,1.09686
20241008172100.000000,1.09702
20241008172200.000000,1.09700
20241008172300.000000,1.09703
20241008172400.000000,1.09700
20241008172500.000000,1.09709
20241008172600.000000,1.09719
20241008172700.000000,1.09725
20241008172800.000000,1.09724
20241008172900.000000,1.09721
20241008173000.000000,1.09735
20241008173100.000000,1.09739
20241008173200.000000,1.09743
20241008173300.000000,1.09736
20241008173400.000000,1.09730
20241008173500.000000,1.09728
20241008173600.000000,1.09724
20241008173700.000000,1.09714
20241008173800.000000,1.09715
20241008173900.000000,1.09703
20241008174000.000000,1.09693
20241008174100.000000,1.09712
20241008174200.000000,1.09721
20241008174300.000000,1.09730
20241008174400.000000,1.09727
20241008174500.000000,1.09715
20241008174600.000000,1.09712
20241008174700.000000,1.09710
20241008174800.000000,1.09710
20241008174900.000000,1.09703
20241008175000.000000,1.09705
20241008175100.000000,1.09705
20241008175200.000000,1.09700
20241008175300.000000,1.09708
20241008175400.000000,1.09707
20241008175500.000000,1.09717
20241008175600.000000,1.09718
20241008175700.000000,1.09727
20241008175800.000000,1.09733
20241008175900.000000,1.09737
20241008180000.000000,1.09732
20241008180100.000000,1.09734
20241008180200.000000,1.09740
20241008180300.000000,1.09737
20241008180400.000000,1.09735
20241008180500.000000,1.09736
20241008180600.000000,1.09740
20241008180700.000000,1.09741
20241008180800.000000,1.09745
20241008180900.000000,1.09745
20241008181000.000000,1.09755
20241008181100.000000,1.09746
20241008181200.000000,1.09750
20241008181300.000000,1.09742
20241008181400.000000,1.09741
20241008181500.000000,1.09744
20241008181600.000000,1.09740
20241008181700.000000,1.09735
20241008181800.000000,1.09736
20241008181900.000000,1.09730
20241008182000.000000,1.09731
20241008182100.000000,1.09724
20241008182200.000000,1.09722
20241008182300.000000,1.09715
20241008182400.000000,1.09724
20241008182500.000000,1.09712
20241008182600.000000,1.09713
20241008182700.000000,1.09710
20241008182800.000000,1.09710
20241008182900.000000,1.09711
20241008183000.000000,1.09706
20241008183100.000000,1.09710
20241008183200.000000,1.09710
20241008183300.000000,1.09719
20241008183400.000000,1.09719
20241008183500.000000,1.09724
20241008183600.000000,1.09728
20241008183700.000000,1.09723
20241008183800.000000,1.09714
20241008183900.000000,1.09714
20241008184000.000000,1.09714
20241008184100.000000,1.09715
20241008184200.000000,1.09704
20241008184300.000000,1.09693
20241008184400.000000,1.09691
20241008184500.000000,1.09678
20241008184600.000000,1.09687
20241008184700.000000,1.09690
20241008184800.000000,1.09690
20241008184900.000000,1.09691
20241008185000.000000,1.09705
20241008185100.000000,1.09714
20241008185200.000000,1.09714
20241008185300.000000,1.09720
20241008185400.000000,1.09713
20241008185500.000000,1.09705
20241008185600.000000,1.09715
20241008185700.000000,1.09722
20241008185800.000000,1.09713
20241008185900.000000,1.09717
20241008190000.000000,1.09714
20241008190100.000000,1.09721
20241008190200.000000,1.09706
20241008190300.000000,1.09706
20241008190400.000000,1.09708
20241008190500.000000,1.09709
20241008190600.000000,1.09699
20241008190700.000000,1.09694
20241008190800.000000,1.09695
20241008190900.000000,1.09694
20241008191000.000000,1.09694
20241008191100.000000,1.09699
20241008191200.000000,1.09696
20241008191300.000000,1.09696
20241008191400.000000,1.09695
20241008191500.000000,1.09700
20241008191600.000000,1.09704
20241008191700.000000,1.09713
20241008191800.000000,1.09706
20241008191900.000000,1.09707
20241008192000.000000,1.09705
20241008192100.000000,1.09698
20241008192200.000000,1.09708
20241008192300.000000,1.09711
20241008192400.000000,1.09719
20241008192500.000000,1.09723
20241008192600.000000,1.09728
20241008192700.000000,1.09720
20241008192800.000000,1.09725
20241008192900.000000,1.09723
20241008193000.000000,1.09715
20241008193100.000000,1.09708
20241008193200.000000,1.09708
20241008193300.000000,1.09719
20241008193400.000000,1.09724
20241008193500.000000,1.09721
20241008193600.000000,1.09719
20241008193700.000000,1.09730
20241008193800.000000,1.09727
20241008193900.000000,1.09732
20241008194000.000000,1.09735
20241008194100.000000,1.09741
20241008194200.000000,1.09736
20241008194300.000000,1.09741
20241008194400.000000,1.09741
20241008194500.000000,1.09744
20241008194600.000000,1.09745
20241008194700.000000,1.09750
20241008194800.000000,1.09749
20241008194900.000000,1.09746
20241008195000.000000,1.09745
20241008195100.000000,1.09749
20241008195200.000000,1.09751
20241008195300.000000,1.09753
20241008195400.000000,1.09760
20241008195500.000000,1.09766
20241008195600.000000,1.09768
20241008195700.000000,1.09774
20241008195800.000000,1.09771
20241008195900.000000,1.09771
20241008200000.000000,1.09767
20241008200100.000000,1.09769
20241008200200.000000,1.09767
20241008200300.000000,1.09760
20241008200400.000000,1.09761
20241008200500.000000,1.09770
20241008200600.000000,1.09769
20241008200700.000000,1.09773
20241008200800.000000,1.09774
20241008200900.000000,1.09771
20241008201000.000000,1.09776
20241008201100.000000,1.09774
20241008201200.000000,1.09774
20241008201300.000000,1.09774
20241008201400.000000,1.09782
20241008201500.000000,1.09778
20241008201600.000000,1.09778
20241008201700.000000,1.09777
20241008201800.000000,1.09773
20241008201900.000000,1.09772
20241008202000.000000,1.09777
20241008202100.000000,1.09769
20241008202200.000000,1.09772
20241008202300.000000,1.09773
20241008202400.000000,1.09775
20241008202500.000000,1.09776
20241008202600.000000,1.09779
20241008202700.000000,1.09783
20241008202800.000000,1.09781
20241008202900.000000,1.09779
20241008203000.000000,1.09775
20241008203100.000000,1.09782
20241008203200.000000,1.09777
20241008203300.000000,1.09779
20241008203400.000000,1.09777
20241008203500.000000,1.09781
20241008203600.000000,1.09784
20241008203700.000000,1.09784
20241008203800.000000,1.09784
20241008203900.000000,1.09784
20241008204000.000000,1.09783
20241008204100.000000,1.09775
20241008204200.000000,1.09778
20241008204300.000000,1.09775
20241008204400.000000,1.09778
20241008204500.000000,1.09778
20241008204600.000000,1.09776
20241008204700.000000,1.09780
20241008204800.000000,1.09784
20241008204900.000000,1.09790
20241008205000.000000,1.09788
20241008205100.000000,1.09791
20241008205200.000000,1.09793
20241008205300.000000,1.09791
20241008205400.000000,1.09794
20241008205500.000000,1.09790
20241008205600.000000,1.09793
20241008205700.000000,1.09794
20241008205800.000000,1.09797
20241008205900.000000,1.09799
20241008210400.000000,1.09727
20241008210500.000000,1.09739
20241008210600.000000,1.09729
20241008210700.000000,1.09741
20241008210800.000000,1.09741
20241008210900.000000,1.09735
20241008211000.000000,1.09744
20241008211100.000000,1.09741
20241008211200.000000,1.09736
20241008211300.000000,1.09731
20241008211400.000000,1.09728
20241008211500.000000,1.09733
20241008211600.000000,1.09742
20241008211700.000000,1.09762
20241008211800.000000,1.09763
20241008211900.000000,1.09776
20241008212000.000000,1.09774
20241008212100.000000,1.09778
20241008212200.000000,1.09776
20241008212300.000000,1.09779
20241008212400.000000,1.09779
20241008212500.000000,1.09775
20241008212600.000000,1.09776
20241008212700.000000,1.09775
20241008212800.000000,1.09776
20241008212900.000000,1.09774
20241008213000.000000,1.09780
20241008213100.000000,1.09775
20241008213200.000000,1.09776
20241008213300.000000,1.09777
20241008213400.000000,1.09771
20241008213500.000000,1.09778
20241008213600.000000,1.09779
20241008213700.000000,1.09775
20241008213800.000000,1.09778
20241008213900.000000,1.09779
20241008214000.000000,1.09778
20241008214100.000000,1.09772
20241008214200.000000,1.09780
20241008214300.000000,1.09778
20241008214400.000000,1.09782
20241008214500.000000,1.09782
20241008214600.000000,1.09781
20241008214700.000000,1.09773
20241008214800.000000,1.09772
20241008214900.000000,1.09778
20241008215000.000000,1.09780
20241008215100.000000,1.09782
20241008215200.000000,1.09780
20241008215400.000000,1.09782
20241008215500.000000,1.09782
20241008215600.000000,1.09782
20241008215700.000000,1.09784
20241008215800.000000,1.09782
20241008215900.000000,1.09782
20241008220000.000000,1.09793
20241008220100.000000,1.09792
20241008220200.000000,1.09787
20241008220300.000000,1.09784
20241008220500.000000,1.09778
20241008220600.000000,1.09780
20241008220700.000000,1.09781
20241008220800.000000,1.09788
20241008220900.000000,1.09786
20241008221000.000000,1.09786
20241008221100.000000,1.09783
20241008221200.000000,1.09786
20241008221300.000000,1.09786
20241008221400.000000,1.09784
20241008221500.000000,1.09783
20241008221600.000000,1.09780
20241008221700.000000,1.09777
20241008221800.000000,1.09783
20241008221900.000000,1.09783
20241008222000.000000,1.09780
20241008222100.000000,1.09778
20241008222200.000000,1.09781
20241008222400.000000,1.09779
20241008222500.000000,1.09781
20241008222600.000000,1.09777
20241008222700.000000,1.09778
20241008222800.000000,1.09779
20241008222900.000000,1.09777
20241008223000.000000,1.09779
20241008223100.000000,1.09778
20241008223300.000000,1.09779
20241008223400.000000,1.09778
20241008223500.000000,1.09778
20241008223600.000000,1.09779
20241008223700.000000,1.09778
20241008223800.000000,1.09778
20241008223900.000000,1.09784
20241008224000.000000,1.09783
20241008224100.000000,1.09782
20241008224200.000000,1.09782
20241008224300.000000,1.09780
20241008224400.000000,1.09784
20241008224500.000000,1.09780
20241008224600.000000,1.09780
20241008224700.000000,1.09779
20241008224800.000000,1.09789
20241008224900.000000,1.09789
20241008225000.000000,1.09790
20241008225100.000000,1.09790
20241008225200.000000,1.09791
20241008225400.000000,1.09790
20241008225500.000000,1.09794
20241008225600.000000,1.09799
20241008225700.000000,1.09800
20241008225800.000000,1.09799
20241008225900.000000,1.09801
20241008230000.000000,1.09795
20241008230100.000000,1.09789
20241008230200.000000,1.09775
20241008230300.000000,1.09778
20241008230400.000000,1.09771
20241008230500.000000,1.09768
20241008230600.000000,1.09762
20241008230700.000000,1.09761
20241008230800.000000,1.09762
20241008230900.000000,1.09762
20241008231000.000000,1.09761
20241008231100.000000,1.09763
20241008231200.000000,1.09759
20241008231400.000000,1.09754
20241008231500.000000,1.09755
20241008231600.000000,1.09761
20241008231700.000000,1.09758
20241008231800.000000,1.09761
20241008231900.000000,1.09758
20241008232000.000000,1.09756
20241008232100.000000,1.09761
20241008232200.000000,1.09755
20241008232300.000000,1.09759
20241008232400.000000,1.09755
20241008232500.000000,1.09755
20241008232600.000000,1.09762
20241008232700.000000,1.09761
20241008232800.000000,1.09760
20241008232900.000000,1.09759
20241008233000.000000,1.09763
20241008233100.000000,1.09759
20241008233200.000000,1.09755
20241008233300.000000,1.09756
20241008233400.000000,1.09755
20241008233500.000000,1.09756
20241008233600.000000,1.09755
20241008233700.000000,1.09755
20241008233800.000000,1.09756
20241008233900.000000,1.09759
20241008234000.000000,1.09760
20241008234100.000000,1.09761
20241008234200.000000,1.09766
20241008234300.000000,1.09766
20241008234400.000000,1.09767
20241008234500.000000,1.09769
20241008234600.000000,1.09766
20241008234700.000000,1.09765
20241008234800.000000,1.09761
20241008234900.000000,1.09759
20241008235000.000000,1.09749
20241008235100.000000,1.09749
20241008235200.000000,1.09749
20241008235300.000000,1.09755
20241008235400.000000,1.09750
20241008235500.000000,1.09748
20241008235600.000000,1.09752
20241008235700.000000,1.09746
20241008235800.000000,1.09750
20241008235900.000000,1.09748
20241009000000.000000,1.09738
20241009000100.000000,1.09748
20241009000200.000000,1.09749
20241009000300.000000,1.09754
20241009000400.000000,1.09754
20241009000500.000000,1.09747
20241009000600.000000,1.09744
20241009000700.000000,1.09734
20241009000800.000000,1.09743
20241009000900.000000,1.09748
20241009001000.000000,1.09748
20241009001100.000000,1.09749
20241009001200.000000,1.09741
20241009001300.000000,1.09737
20241009001400.000000,1.09744
20241009001500.000000,1.09754
20241009001600.000000,1.09750
20241009001700.000000,1.09754
20241009001800.000000,1.09759
20241009001900.000000,1.09757
20241009002000.000000,1.09757
20241009002100.000000,1.09758
20241009002200.000000,1.09764
20241009002300.000000,1.09761
20241009002400.000000,1.09759
20241009002500.000000,1.09751
20241009002600.000000,1.09753
20241009002700.000000,1.09755
20241009002800.000000,1.09758
20241009002900.000000,1.09753
20241009003000.000000,1.09743
20241009003100.000000,1.09739
20241009003200.000000,1.09739
20241009003300.000000,1.09750
20241009003400.000000,1.09739
20241009003500.000000,1.09741
20241009003600.000000,1.09741
20241009003700.000000,1.09738
20241009003800.000000,1.09735
20241009003900.000000,1.09734
20241009004000.000000,1.09740
20241009004100.000000,1.09746
20241009004200.000000,1.09749
20241009004300.000000,1.09750
20241009004400.000000,1.09747
20241009004500.000000,1.09755
20241009004600.000000,1.09757
20241009004700.000000,1.09761
20241009004800.000000,1.09764
20241009004900.000000,1.09761
20241009005000.000000,1.09766
20241009005100.000000,1.09775
20241009005200.000000,1.09778
20241009005300.000000,1.09777
20241009005400.000000,1.09771
20241009005500.000000,1.09764
20241009005600.000000,1.09761
20241009005700.000000,1.09748
20241009005800.000000,1.09754
20241009005900.000000,1.09746
20241009010000.000000,1.09756
20241009010100.000000,1.09755
20241009010200.000000,1.09754
20241009010300.000000,1.09758
20241009010400.000000,1.09753
20241009010500.000000,1.09753
20241009010600.000000,1.09757
20241009010700.000000,1.09739
20241009010800.000000,1.09720
20241009010900.000000,1.09719
20241009011000.000000,1.09708
20241009011100.000000,1.09720
20241009011200.000000,1.09713
20241009011300.000000,1.09709
20241009011400.000000,1.09706
20241009011500.000000,1.09704
20241009011600.000000,1.09716
20241009011700.000000,1.09726
20241009011800.000000,1.09741
20241009011900.000000,1.09736
20241009012000.000000,1.09731
20241009012100.000000,1.09741
20241009012200.000000,1.09751
20241009012300.000000,1.09730
20241009012400.000000,1.09730
20241009012500.000000,1.09730
20241009012600.000000,1.09715
20241009012700.000000,1.09712
20241009012800.000000,1.09710
20241009012900.000000,1.09715
20241009013000.000000,1.09694
20241009013100.000000,1.09692
20241009013200.000000,1.09693
20241009013300.000000,1.09694
20241009013400.000000,1.09684
20241009013500.000000,1.09688
20241009013600.000000,1.09685
20241009013700.000000,1.09689
20241009013800.000000,1.09679
20241009013900.000000,1.09693
20241009014000.000000,1.09701
20241009014100.000000,1.09711
20241009014200.000000,1.09713
20241009014300.000000,1.09719
20241009014400.000000,1.09719
20241009014500.000000,1.09724
20241009014600.000000,1.09725
20241009014700.000000,1.09716
20241009014800.000000,1.09716
20241009014900.000000,1.09721
20241009015000.000000,1.09728
20241009015100.000000,1.09736
20241009015200.000000,1.09737
20241009015300.000000,1.09735
20241009015400.000000,1.09734
20241009015500.000000,1.09724
20241009015600.000000,1.09731
20241009015700.000000,1.09736
20241009015800.000000,1.09731
20241009015900.000000,1.09729
20241009020000.000000,1.09718
